ID      CODIGO    MOEDA    VENCIMENTO    TIPOCONTA    SITUACAO    DESCRICAO                                                                                                VALOR       
4       642       1        05/12/2004    23           1           Guigo                                                                                                    1500        
4       643       1        05/09/2004    29           1           Lavadora + Fogão + Outros                                                                                230         
4       644       1        05/10/2004    29           1           Lavadora + Fogão + Outros                                                                                230         
4       645       1        05/11/2004    29           1           Lavadora + Fogão + Outros                                                                                230         
4       646       1        05/12/2004    29           1           Lavadora + Fogão + Outros                                                                                230         
4       647       1        15/09/2004    1            1           Ligações + Assinatura                                                                                    60          
4       648       1        05/10/2004    1            1           Ligações + Assinatura                                                                                    60          
4       649       1        05/11/2004    1            1           Ligações + Assinatura                                                                                    60          
4       650       1        05/12/2004    1            1           Ligações + Assinatura                                                                                    60          
4       651       1        10/09/2004    14           1           Dri                                                                                                      50          
4       652       1        10/10/2004    14           1           Dri                                                                                                      50          
4       653       1        10/11/2004    14           1           Dri                                                                                                      50          
4       654       1        10/12/2004    14           1           Dri                                                                                                      50          
4       655       1        10/10/2004    15           1           Ração                                                                                                    70          
4       656       1        10/10/2004    15           1           Ração                                                                                                    70          
4       657       1        10/11/2004    15           1           Ração                                                                                                    70          
4       658       1        10/12/2004    15           1           Ração                                                                                                    70          
4       659       1        17/09/2004    10           1           São João                                                                                                 100         
4       660       1        10/10/2004    10           1           São João                                                                                                 100         
4       661       1        10/11/2004    10           1           São João                                                                                                 100         
4       662       1        10/12/2004    10           1           São João                                                                                                 100         
4       663       1        10/09/2004    10           1           São Paulo                                                                                                300         
4       664       1        10/10/2004    10           1           São Paulo                                                                                                150         
4       665       1        10/11/2004    10           1           São Paulo                                                                                                150         
4       666       1        10/12/2004    10           1           São Paulo                                                                                                150         
4       698       1        07/03/2005    4            1           <null>                                                                                                   300         
4       668       1        10/10/2004    21           1           Interno                                                                                                  45          
4       669       1        10/11/2004    21           1           Interno                                                                                                  45          
4       670       1        10/12/2004    21           1           Interno                                                                                                  45          
4       699       1        07/04/2005    4            1                                                                                                                    300         
4       672       1        10/10/2004    1            1           Celular                                                                                                  35          
4       673       1        10/11/2004    1            1           Celular                                                                                                  35          
4       674       1        10/12/2004    1            1           Celular                                                                                                  35          
4       675       1        25/09/2004    1            1           Celular Mãe                                                                                              25          
4       676       1        10/10/2004    1            1           Celular Mãe                                                                                              25          
4       677       1        10/11/2004    1            1           Celular Mãe                                                                                              25          
4       678       1        10/12/2004    1            1           Celular Mãe                                                                                              25          
4       679       1        10/09/2004    29           1           Bicicleta - Quitação                                                                                     95          
4       700       1        07/05/2005    4            1                                                                                                                    300         
4       681       1        10/10/2004    11           1           Xerox - São Paulo                                                                                        30          
4       682       1        10/11/2004    11           1           Xerox - São Paulo                                                                                        30          
4       683       1        10/12/2004    11           1           Xerox - São Paulo                                                                                        30          
4       684       1        10/09/2004    1            1           Celular Preta                                                                                            120         
4       685       1        10/09/2004    21           1           Mudança - 2º parcela                                                                                     215         
4       686       1        10/09/2004    11           1           Cartucho de Tinta - Impressora                                                                           65          
4       701       1        07/06/2005    4            1                                                                                                                    300         
4       687       1        10/09/2004    12           1           Tabernáculus                                                                                             100         
4       688       1        10/10/2004    12           1           Tabernáculus                                                                                             100         
4       689       1        10/11/2004    12           1           Tabernáculus                                                                                             100         
4       690       1        10/12/2004    12           1           Tabernáculus                                                                                             100         
4       691       1        17/09/2004    11           1           Aluguel - Rep. Area 51                                                                                   250         
4       695       1        06/10/2004    11           1           Diarista                                                                                                 70          
4       692       1        07/09/2004    20           1           Dividir Rep.                                                                                             90          
4       702       1        07/07/2005    4            1                                                                                                                    300         
4       696       1        06/11/2004    11           1           Diarista                                                                                                 70          
4       697       1        06/12/2004    11           1           Diarista                                                                                                 70          
4       703       1        07/08/2005    4            1                                                                                                                    300         
4       704       1        07/09/2005    4            1                                                                                                                    300         
4       705       1        07/10/2005    4            1                                                                                                                    300         
4       706       1        07/11/2005    4            1                                                                                                                    300         
4       707       1        07/12/2005    4            1                                                                                                                    300         
4       708       1        04/03/2005    23           1           Enalta                                                                                                   1500        
4       709       1        01/03/2005    23           1           UFSCar                                                                                                   990         
4       710       1        01/03/2005    11           1           Acertos - Dri                                                                                            123         
4       711       1        01/03/2005    11           1           Acertos Guigo                                                                                            180         
4       712       1        01/03/2005    11           1           Cortina                                                                                                  57          
4       713       1        01/03/2005    21           1           Passe Escolar                                                                                            90          
4       714       1        07/03/2005    9            1           <null>                                                                                                   125         
4       715       1        07/03/2005    5            1           <null>                                                                                                   19,7000007629395    
4       716       1        07/03/2005    3            1           <null>                                                                                                   50          
4       717       1        03/03/2005    1            1           Celular                                                                                                  0           
4       718       1        11/03/2005    1            1           Fixo                                                                                                     62          
4       719       1        11/03/2005    37           1           UNIMED                                                                                                   104         
4       720       1        07/03/2005    37           1           UNIMEV                                                                                                   15          
4       721       1        29/03/2005    10           1           São João                                                                                                 0           
4       722       1        01/04/2005    23           1           UFSCar                                                                                                   990         
4       723       1        01/05/2005    23           1           UFSCar                                                                                                   990         
4       724       1        01/06/2005    23           1           UFSCar                                                                                                   990         
4       725       1        01/07/2005    23           1           UFSCar                                                                                                   1300        
4       726       1        01/08/2005    23           1           UFSCar                                                                                                   990         
4       727       1        01/09/2005    23           1           UFSCar                                                                                                   990         
4       728       1        01/10/2005    23           1           UFSCar                                                                                                   990         
4       729       1        01/11/2005    23           1           UFSCar                                                                                                   990         
4       730       1        01/12/2005    23           1           UFSCar                                                                                                   990         
4       731       1        01/04/2005    21           1           Passe Escolar                                                                                            90          
4       732       1        01/05/2005    21           1           Passe Escolar                                                                                            90          
4       733       1        01/06/2005    21           1           Passe Escolar                                                                                            90          
4       734       1        01/07/2005    21           1           Passe Escolar                                                                                            90          
4       735       1        01/08/2005    21           1           Passe Escolar                                                                                            90          
4       736       1        01/09/2005    21           1           Passe Escolar                                                                                            90          
4       737       1        01/10/2005    21           1           Passe Escolar                                                                                            90          
4       738       1        01/11/2005    21           1           Passe Escolar                                                                                            90          
4       739       1        01/12/2005    21           1           Passe Escolar                                                                                            90          
4       740       1        03/04/2005    1            1           Celular                                                                                                  0           
4       741       1        03/05/2005    1            1           Celular                                                                                                  30          
4       742       1        03/06/2005    1            1           Celular                                                                                                  0           
4       743       1        03/07/2005    1            1           Celular                                                                                                  0           
4       744       1        03/08/2005    1            1           Celular                                                                                                  0           
4       745       1        03/09/2005    1            1           Celular                                                                                                  0           
4       746       1        03/10/2005    1            1           Celular                                                                                                  30          
4       747       1        03/11/2005    1            1           Celular                                                                                                  0           
4       748       1        03/12/2005    1            1           Celular                                                                                                  30          
4       749       1        04/04/2005    23           1           Enalta                                                                                                   1460        
4       750       1        04/05/2005    23           1           Enalta                                                                                                   1500        
4       751       1        04/06/2005    23           1           Enalta                                                                                                   1500        
4       752       1        04/07/2005    23           1           Enalta                                                                                                   1500        
4       753       1        04/08/2005    23           1           Enalta                                                                                                   1500        
4       754       1        04/09/2005    23           1           Enalta                                                                                                   1500        
4       755       1        04/10/2005    23           1           Enalta                                                                                                   1500        
4       756       1        04/11/2005    23           1           Enalta                                                                                                   1500        
4       757       1        04/12/2005    23           1           Enalta                                                                                                   1777        
4       758       1        07/04/2005    37           1           UNIMEV                                                                                                   15          
4       759       1        07/05/2005    37           1           UNIMEV                                                                                                   15          
4       760       1        07/06/2005    37           1           UNIMEV                                                                                                   15          
4       761       1        07/07/2005    37           1           UNIMEV                                                                                                   15          
4       762       1        07/08/2005    37           1           UNIMEV                                                                                                   15          
4       765       1        07/11/2005    37           1           UNIMEV                                                                                                   15          
4       766       1        07/12/2005    37           1           UNIMEV                                                                                                   15          
4       767       1        07/04/2005    3            1                                                                                                                    60          
4       768       1        07/05/2005    3            1                                                                                                                    70          
4       769       1        07/06/2005    3            1                                                                                                                    70          
4       770       1        07/07/2005    3            1                                                                                                                    60          
4       771       1        07/08/2005    3            1                                                                                                                    60          
4       772       1        07/09/2005    3            1                                                                                                                    60          
4       773       1        07/10/2005    3            1                                                                                                                    60          
4       774       1        07/11/2005    3            1                                                                                                                    60          
4       775       1        07/12/2005    3            1                                                                                                                    60          
4       776       1        07/04/2005    5            1                                                                                                                    19,7000007629395    
4       777       1        07/05/2005    5            1                                                                                                                    19,7000007629395    
4       778       1        07/06/2005    5            1                                                                                                                    19,7000007629395    
4       779       1        07/07/2005    5            1                                                                                                                    19,7000007629395    
4       780       1        07/08/2005    5            1                                                                                                                    19,7000007629395    
4       781       1        07/09/2005    5            1                                                                                                                    19,7000007629395    
4       782       1        07/10/2005    5            1                                                                                                                    19,7000007629395    
4       783       1        07/11/2005    5            1                                                                                                                    19,7000007629395    
4       784       1        07/12/2005    5            1                                                                                                                    19,7000007629395    
4       785       1        07/04/2005    9            1                                                                                                                    120         
4       786       1        07/05/2005    9            1                                                                                                                    125         
4       787       1        07/06/2005    9            1                                                                                                                    118         
4       788       1        07/07/2005    9            1                                                                                                                    125         
4       789       1        07/08/2005    9            1                                                                                                                    116         
4       790       1        07/09/2005    9            1                                                                                                                    125         
4       791       1        07/10/2005    9            1                                                                                                                    125         
4       792       1        07/11/2005    9            1                                                                                                                    125         
4       793       1        07/12/2005    9            1                                                                                                                    130         
4       794       1        11/04/2005    1            1           Fixo                                                                                                     65          
4       795       1        11/05/2005    1            1           Fixo                                                                                                     70          
4       796       1        11/06/2005    1            1           Fixo                                                                                                     80          
4       797       1        11/07/2005    1            1           Fixo                                                                                                     80          
4       798       1        11/08/2005    1            1           Fixo                                                                                                     158         
4       799       1        11/09/2005    1            1           Fixo                                                                                                     80          
4       800       1        11/10/2005    1            1           Fixo                                                                                                     80          
4       801       1        11/11/2005    1            1           Fixo                                                                                                     80          
4       802       1        11/12/2005    1            1           Fixo                                                                                                     80          
4       803       1        11/04/2005    37           1           UNIMED                                                                                                   104         
4       804       1        11/05/2005    37           1           UNIMED                                                                                                   104         
4       805       1        11/06/2005    37           1           UNIMED                                                                                                   104         
4       806       1        11/07/2005    37           1           UNIMED                                                                                                   104         
4       807       1        11/08/2005    37           1           UNIMED                                                                                                   104         
4       808       1        11/09/2005    37           1           UNIMED                                                                                                   104         
4       809       1        11/10/2005    37           1           UNIMED                                                                                                   129         
4       810       1        11/11/2005    37           1           UNIMED                                                                                                   129         
4       811       1        11/12/2005    37           1           UNIMED                                                                                                   129         
4       812       1        08/04/2005    10           1           São João                                                                                                 100         
4       813       1        06/05/2005    10           1           São João - Ida                                                                                           50          
4       814       1        29/06/2005    10           1           São João                                                                                                 0           
4       815       1        29/07/2005    10           1           São João                                                                                                 100         
4       816       1        29/08/2005    10           1           São João                                                                                                 0           
4       817       1        29/09/2005    10           1           São João                                                                                                 100         
4       818       1        29/10/2005    10           1           São João                                                                                                 100         
4       819       1        29/11/2005    10           1           São João                                                                                                 0           
4       820       1        29/12/2005    10           1           São João                                                                                                 100         
4       821       1        07/03/2005    10           1           São Paulo                                                                                                100         
4       822       1        07/04/2005    10           1           São Paulo                                                                                                150         
4       823       1        07/05/2005    10           1           São Paulo                                                                                                150         
4       824       1        07/06/2005    10           1           São Paulo                                                                                                150         
4       825       1        07/07/2005    10           1           São Paulo                                                                                                150         
4       826       1        07/08/2005    10           1           São Paulo                                                                                                0           
4       827       1        07/09/2005    10           1           São Paulo                                                                                                0           
4       829       1        07/11/2005    10           1           São Paulo                                                                                                150         
4       830       1        07/12/2005    10           1           São Paulo                                                                                                150         
4       831       1        14/03/2005    38           1           <null>                                                                                                   65          
4       832       1        04/04/2005 23:30:40    38           1                                                                                                                    80          
4       833       1        14/05/2005    38           1                                                                                                                    80          
4       834       1        14/06/2005    38           1                                                                                                                    80          
4       835       1        14/07/2005    38           1                                                                                                                    80          
4       836       1        14/08/2005    38           1                                                                                                                    80          
4       837       1        14/09/2005    38           1                                                                                                                    80          
4       838       1        14/10/2005    38           1                                                                                                                    80          
4       839       1        14/11/2005    38           1                                                                                                                    80          
4       840       1        14/12/2005    38           1                                                                                                                    80          
4       841       1        05/03/2005    20           1           Compras do mês                                                                                           210         
4       842       1        05/04/2005    20           1           Compras do mês                                                                                           220         
4       843       1        05/05/2005    20           1           Compras do mês                                                                                           250         
4       844       1        05/06/2005    20           1           Compras do mês                                                                                           220         
4       845       1        05/07/2005    20           1           Compras do mês                                                                                           220         
4       846       1        05/08/2005    20           1           Compras do mês                                                                                           220         
4       847       1        05/09/2005    20           1           Compras do mês                                                                                           220         
4       848       1        05/10/2005    20           1           Compras do mês                                                                                           220         
4       849       1        05/11/2005    20           1           Compras do mês                                                                                           220         
4       850       1        05/12/2005    20           1           Compras do mês                                                                                           220         
4       851       1        07/03/2005    12           1           Tabernáculus                                                                                             82          
4       852       1        07/04/2005    12           1           Tabernáculus                                                                                             110         
4       853       1        07/05/2005    12           1           Tabernáculus                                                                                             100         
4       854       1        07/06/2005    12           1           Tabernáculus                                                                                             120         
4       855       1        07/07/2005    12           1           Tabernáculus                                                                                             100         
4       856       1        07/08/2005    12           1           Tabernáculus                                                                                             175         
4       857       1        07/09/2005    12           1           Tabernáculus                                                                                             132         
4       858       1        07/10/2005    12           1           Tabernáculus                                                                                             110         
4       859       1        07/11/2005    12           1           Tabernáculus                                                                                             100         
4       860       1        07/12/2005    12           1           Tabernáculus                                                                                             125         
4       861       1        07/03/2005    11           1           Produtos de beleza                                                                                       10          
4       862       1        07/04/2005    11           1           Produtos de beleza                                                                                       0           
4       863       1        07/05/2005    11           1           Produtos de beleza                                                                                       50          
4       864       1        07/06/2005    11           1           Produtos de beleza                                                                                       50          
4       865       1        07/07/2005    11           1           Produtos de beleza                                                                                       50          
4       866       1        07/08/2005    11           1           Produtos de beleza                                                                                       50          
4       867       1        07/09/2005    11           1           Produtos de beleza                                                                                       50          
4       868       1        07/10/2005    11           1           Produtos de beleza                                                                                       50          
4       869       1        07/11/2005    11           1           Produtos de beleza                                                                                       50          
4       870       1        07/12/2005    11           1           Produtos de beleza                                                                                       50          
4       871       1        14/03/2005    12           1           Diversos                                                                                                 200         
4       872       1        14/04/2005    12           1           Diversos                                                                                                 200         
4       873       1        14/05/2005    12           1           Diversos                                                                                                 200         
4       874       1        14/06/2005    12           1           Diversos                                                                                                 200         
4       875       1        14/07/2005    12           1           Diversos                                                                                                 200         
4       876       1        14/08/2005    12           1           Diversos                                                                                                 200         
4       877       1        14/09/2005    12           1           Diversos                                                                                                 200         
4       878       1        14/10/2005    12           1           Diversos                                                                                                 200         
4       879       1        14/11/2005    12           1           Diversos                                                                                                 200         
4       880       1        14/12/2005    12           1           Diversos                                                                                                 200         
4       881       1        01/04/2005    37           1           CREFITO - 3/3                                                                                            75          
4       882       1        12/03/2005    29           1           Marisa 1/4                                                                                               21          
4       883       1        16/04/2005    29           1           Marisa 2/4                                                                                               21          
4       884       1        14/05/2005    29           1           Marisa 3/4                                                                                               21          
4       885       1        27/05/2005    29           1           Marisa 4/4                                                                                               21          
4       886       1        13/03/2005    29           1           Marisa 4/4                                                                                               18          
4       963       1        26/03/2005    12           1           Ovo                                                                                                      45          
4       888       1        07/03/2005    14           1           <null>                                                                                                   50          
4       889       1        07/04/2005    14           1                                                                                                                    50          
4       890       1        07/05/2005    14           1                                                                                                                    50          
4       891       1        07/06/2005    14           1                                                                                                                    50          
4       892       1        07/07/2005    14           1                                                                                                                    50          
4       893       1        07/08/2005    14           1                                                                                                                    50          
